details_competition_type;date;start_altitude;finish_altitude;lenght;vertical_drop;coursesetter;coursesetter_nat;number_of_gates;start_time;total_rank;bib;name;country;total_time;season;birthdate;age;gender;skis;boots;poles;run;rank;run_time;location;location_country;wpc;wpc_fake;total_wcp_nat_last
Super G;2022-03-17;1865;1290;1857.0;575;Ghidoni Alberto;ITA;36.0;11:30;15.0;16.0;SANDER Andreas;GER;1:11.59;2021_2022;1989-06-13;33.0;Male;Atomic;Atomic;Leki;1;15.0;1:11.59;COURCHEVEL/MERIBEL;FRA;16.0;16.0;1867.0
Slalom;2020-12-29;1230;1020;;210;PoljŠak Sergej;SLO;64.0;15:15;;22.0;NOENS Nastasia;FRA;;2020_2021;1988-09-12;34.0;Female;Salomon;Salomon;Leki;1;33.0;54.63;SEMMERING;AUT;;;1086.0
Giant Slalom;2020-12-05;2070;1730;;340;Krug Helmut;SUI;48.0;13:30;;;HAASER Raphael;AUT;;2020_2021;1997-09-17;25.0;Male;Fischer;Fischer;;2;61.0;;SANTA CATERINA;ITA;;;3879.0
Slalom;2022-01-22;1004;811;;193;Theolier Jacques;ITA;65.0;13:45;;;DIGRUBER Marc;AUT;;2021_2022;1988-04-29;34.0;Male;Atomic;Atomic;Leki;2;44.0;;KITZBUEHEL;AUT;;;5258.0
Super G;2023-03-05;3058;2484;1860.0;574;Kucera John;CAN;37.0;10:00;4.0;5.0;BABINSKY Stefan;AUT;1:07.27;2022_2023;1996-04-02;26.0;Male;Head;Head;Leki;1;4.0;1:07.27;ASPEN;USA;50.0;50.0;5682.0
Slalom;2022-01-22;1004;811;;193;Theolier Jacques;ITA;65.0;13:45;12.0;15.0;SCHWARZ Marco;AUT;1:42.47;2021_2022;1995-08-16;27.0;Male;Atomic;Atomic;;2;10.0;50.46;KITZBUEHEL;AUT;22.0;26.0;5258.0
Giant Slalom;2021-10-24;3040;2670;;370;Krug Helmuth;SUI;46.0;13:30;;;TORSTI Samu;FIN;;2021_2022;1991-09-05;31.0;Male;Head;Head;Leki;2;120.0;;SOELDEN;AUT;;;7.0
Giant Slalom;2023-01-25;1148;758;;390;Page Kevin;FRA;47.0;20:45;6.0;26.0;KRANJEC Zan;SLO;2:20.18;2022_2023;1992-11-15;30.0;Male;Rossignol;Rossignol;Leki;2;6.0;1:09.48;SCHLADMING;AUT;40.0;40.0;621.0
Slalom;2022-12-22;1733;1550;;183;Fuess Robert;AUT;61.0;17:45;;69.0;MAROVT Tijan;SLO;;2022_2023;1998-07-08;24.0;Male;Head;Head;;1;70.0;;MADONNA DI CAMPIGLIO;ITA;;;621.0
Slalom;2022-02-27;942;735;;207;Costazza Stefano;ITA;68.0;09:10;5.0;8.0;SCHWARZ Marco;AUT;1:53.17;2021_2022;1995-08-16;27.0;Male;Atomic;Atomic;;1;26.0;55.45;GARMISCH-PARTENKIRCHEN;GER;45.0;5.0;5258.0
Slalom;2020-12-29;1230;1020;;210;PoljŠak Sergej;SLO;64.0;15:15;;41.0;TILLEY Alex;GBR;;2020_2021;;;;;;;1;58.0;;SEMMERING;AUT;;;0.0
Super G;2020-12-29;1886;1245;2129.0;641;Evers Andy;GER;46.0;11:30;;45.0;KLINE Bostjan;SLO;;2020_2021;1991-03-09;31.0;Male;Salomon;Salomon;;1;0.0;;BORMIO;ITA;;;813.0
Giant Slalom;2021-01-26;1580;1206;;374;Martin Jean-noel;FRA;45.0;10:30;;54.0;FLOETGEN Leonie;GER;;2020_2021;;;;;;;1;63.0;;KRONPLATZ;ITA;;;0.0
Giant Slalom;2021-12-20;1868;1420;;448;Rottensteiner Michael;NOR;53.0;13:30;;13.0;FAVROT Thibaut;FRA;;2021_2022;1994-12-22;28.0;Male;Dynastar;Lange;;2;52.0;;ALTA BADIA;ITA;;;4141.0
Slalom;2022-01-22;1004;811;;193;Hladnik Jani;RUS;63.0;10:15;;28.0;READ Erik;CAN;;2021_2022;1991-05-31;31.0;Male;Atomic;Atomic;;1;50.0;;KITZBUEHEL;AUT;;;377.0
Slalom;2023-01-15;1475;1281;;194;Glasse-davies Tristan;GBR;65.0;10:15;;47.0;SCHMID Alexander;GER;;2022_2023;1994-06-09;28.0;Male;Head;Head;Leki;1;42.0;;WENGEN;SUI;;;1655.0
Slalom;2022-01-16;1475;1281;;194;Deldio Simone;FRA;64.0;10:15;;39.0;LIBERATORE Federico;ITA;;2021_2022;1995-08-28;27.0;Male;Salomon;Salomon;Leki;1;50.0;;WENGEN;SUI;;;1936.0
Giant Slalom;2023-01-25;1148;758;;390;Page Kevin;FRA;47.0;20:45;;27.0;FELLER Manuel;AUT;;2022_2023;1992-10-13;30.0;Male;Atomic;Atomic;Leki;2;50.0;;SCHLADMING;AUT;;;5682.0
Slalom;2021-01-12;1160;960;;200;Thoma Christian;SWE;69.0;20:45;28.0;3.0;GULLI Anita;ITA;1:52.33;2020_2021;1998-06-26;24.0;Female;Voelkl;Dalbello;Leki;2;23.0;55.45;FLACHAU;AUT;3.0;8.0;4069.0
Slalom;2020-11-21;438;258;;180;Plattner Roland;AUT;66.0;11:15;;52.0;NORBYE Tuva;NOR;;2020_2021;;;;;;;1;53.0;;LEVI;FIN;;;0.0
Giant Slalom;2020-12-07;2070;1730;;340;Garner Ian;USA;45.0;10:00;;35.0;SOLHEIM Fabian Wilkens;NOR;;2020_2021;1996-04-10;26.0;Male;Head;Head;;1;37.0;1:06.14;SANTA CATERINA;ITA;;;4399.0
Giant Slalom;2021-03-13;1278;846;;432;Krug Helmut;SUI;49.0;12:30;28.0;8.0;KUZNETSOV Ivan;RUS;2:16.52;2020_2021;;;;;;;2;28.0;1:08.56;KRANJSKA GORA;SLO;3.0;3.0;0.0
Slalom;2021-11-20;438;258;;180;Harzl Georg;GER;64.0;11:30;9.0;9.0;HECTOR Sara;SWE;1:48.11;2021_2022;1992-09-04;30.0;Female;Head;Head;Leki;1;9.0;53.26;LEVI;FIN;29.0;29.0;593.0
Giant Slalom;2021-12-11;2300;1850;;450;Pircher Michael;AUT;48.0;13:00;;;DELLA VITE Filippo;ITA;;2021_2022;2001-10-04;21.0;Male;Rossignol;Rossignol;;2;56.0;;VAL D'ISERE;FRA;;;1936.0
Giant Slalom;2022-03-13;1278;846;;432;Perrin Frédéric;FRA;52.0;09:30;24.0;18.0;SCHWARZ Marco;AUT;2:20.83;2021_2022;1995-08-16;27.0;Male;Atomic;Atomic;;1;20.0;1:14.11;KRANJSKA GORA;SLO;7.0;11.0;5258.0
Slalom;2021-12-12;2043;1845;;198;Masdal Ola;NOR;57.0;09:30;16.0;23.0;POPOV Albert;BUL;1:33.36;2021_2022;1997-08-08;25.0;Male;Head;Head;Leki;1;18.0;46.11;VAL D'ISERE;FRA;15.0;13.0;90.0
Giant Slalom;2021-03-13;1278;846;;432;Krug Helmut;SUI;49.0;12:30;;;FEASEY Willis;NZL;;2020_2021;;;;;;;2;57.0;;KRANJSKA GORA;SLO;;;0.0
Giant Slalom;2022-03-11;796;396;;400;Fergus Jeff;NZL;58.0;15:00;6.0;40.0;GRITSCH Franziska;AUT;2:34.87;2021_2022;1997-03-15;25.0;Female;Head;Head;Leki;1;25.0;1:18.22;ARE;SWE;40.0;6.0;3953.0
Giant Slalom;2021-01-08;1730;1310;;420;Munier Fabien;FRA;54.0;10:15;26.0;26.0;PHILP Trevor;CAN;2:22.95;2020_2021;1992-05-01;30.0;Male;Rossignol;Rossignol;;1;27.0;1:13.07;ADELBODEN;SUI;5.0;4.0;396.0
Slalom;2022-01-22;1004;811;;193;Theolier Jacques;ITA;65.0;13:45;;;RAUCHFUSS Julian;GER;;2021_2022;1994-09-02;28.0;Male;Rossignol;Rossignol;;2;31.0;;KITZBUEHEL;AUT;;;1867.0
Slalom;2022-12-11;2250;2044;;206;Day Mike;USA;67.0;13:30;20.0;14.0;TSCHURTSCHENTHALER Vera;ITA;1:59.97;2022_2023;1997-03-30;25.0;Female;Rossignol;Rossignol;;2;15.0;58.68;SESTRIERE;ITA;11.0;16.0;3911.0
Super G;2020-12-18;2010;1410;2415.0;600;Brunner Sepp;AUT;45.0;11:45;21.0;23.0;GIEZENDANNER Blaise;FRA;1:27.97;2020_2021;1991-11-29;31.0;Male;Atomic;Atomic;;1;21.0;1:27.97;VAL GARDENA-GROEDEN;ITA;10.0;10.0;4197.0
Giant Slalom;2022-12-18;1868;1420;;448;Thoule Nicola;FRA;57.0;13:30;9.0;23.0;MURISIER Justin;SUI;2:37.56;2022_2023;1992-01-08;31.0;Male;Head;Head;;2;16.0;1:17.76;ALTA BADIA;ITA;29.0;15.0;5705.0
Giant Slalom;2023-01-07;1730;1310;;420;Kroisleitner Martin;AUT;55.0;13:30;15.0;10.0;READ Erik;CAN;2:34.63;2022_2023;1991-05-31;31.0;Male;Atomic;Atomic;;2;6.0;1:14.63;ADELBODEN;SUI;16.0;40.0;1184.0
Slalom;2022-02-26;942;735;;207;Suman Marko;CRO;69.0;09:30;;39.0;RASCHNER Dominik;AUT;;2021_2022;1994-08-23;28.0;Male;Rossignol;Rossignol;Leki;1;54.0;;GARMISCH-PARTENKIRCHEN;GER;;;5258.0
Giant Slalom;2020-12-12;2175;1815;;360;Knight Chris;NZL;48.0;09:30;;47.0;BERTANI Luisa Matilde Maria;ITA;;2020_2021;;;;;;;1;50.0;1:14.66;COURCHEVEL;FRA;;;0.0
Giant Slalom;2022-03-06;1920;1530;;390;Grabner Wolfgang;AUT;45.0;13:30;;;MIDALI Roberta;ITA;;2021_2022;1994-11-10;28.0;Female;Rossignol;Rossignol;;2;46.0;;LENZERHEIDE;SUI;;;3799.0
Slalom;2022-12-11;2053;1850;;203;Momo Corrado;ESP;61.0;09:30;1.0;1.0;BRAATHEN Lucas;NOR;1:38.14;2022_2023;2000-04-19;22.0;Male;Atomic;Atomic;;1;2.0;50.15;VAL D'ISERE;FRA;100.0;80.0;4228.0
Slalom;2023-02-04;1169;985;;184;Kroisleitner Martin;AUT;66.0;12:30;;;HANSSON William;SWE;;2022_2023;;;;;;;2;58.0;;CHAMONIX;FRA;;;0.0
Giant Slalom;2020-12-05;2070;1730;;340;Suman Marko;CRO;48.0;10:30;;46.0;MAES Sam;BEL;;2020_2021;1998-06-07;24.0;Male;Voelkl;Dalbello;;1;33.0;1:07.36;SANTA CATERINA;ITA;;;69.0
Super G;2021-12-02;3330;2730;1863.0;600;Anderson Pete;NOR;38.0;11:45;19.0;20.0;COCHRAN-SIEGLE Ryan;USA;1:10.56;2021_2022;1992-03-27;30.0;Male;Head;Head;;1;19.0;1:10.56;BEAVER CREEK;USA;12.0;12.0;1151.0
Giant Slalom;2023-03-10;736;396;;340;Pichler Charly;AUT;43.0;10:00;20.0;43.0;MELESI Roberta;ITA;1:57.92;2022_2023;1996-07-18;26.0;Female;Dynastar;Lange;;1;25.0;57.72;ARE;SWE;11.0;6.0;3911.0
Slalom;2022-01-09;1033;838;;195;Pini Mauro;SVK;59.0;09:30;;49.0;POHJOLAINEN Rosa;FIN;;2021_2022;2003-07-20;19.0;Female;Atomic;Atomic;;1;43.0;55.33;KRANJSKA GORA;SLO;;;4.0
Giant Slalom;2020-10-18;3040;2670;;370;Perrin Frédéric;FRA;49.0;10:00;19.0;23.0;READ Erik;CAN;2:16.58;2020_2021;1991-05-31;31.0;Male;Atomic;Atomic;;1;25.0;1:10.09;SOELDEN;AUT;12.0;6.0;396.0
Giant Slalom;2022-11-26;1066;782;;284;Grabner Wolfgang;AUT;34.0;13:00;;;RESNICK Allie;USA;;2022_2023;;;;;;;2;55.0;;KILLINGTON;USA;;;0.0
Slalom;2022-01-11;936;748;;188;Gamper Manuel;CAN;55.0;20:45;;;HUDSON Piera;NZL;;2021_2022;1996-02-07;27.0;Female;Dynastar;Lange;;2;25.0;;SCHLADMING;AUT;;6.0;326.0
Slalom;2023-01-04;942;735;;207;Schwarzacher Paul;AUT;67.0;15:40;;16.0;RAZZOLI Giuliano;ITA;;2022_2023;1984-12-18;38.0;Male;Fischer;Dalbello;Gabel S.r.i. Unipersonale;1;60.0;;GARMISCH-PARTENKIRCHEN;GER;;;2600.0
Giant Slalom;2020-10-18;3040;2670;;370;Perrin Frédéric;FRA;49.0;10:00;;3.0;KILDE Aleksander Aamodt;NOR;;2020_2021;1992-09-21;30.0;Male;Atomic;Atomic;Leki;1;62.0;;SOELDEN;AUT;;;4399.0
Giant Slalom;2020-12-14;2175;1815;;360;Prenn Alois;SUI;47.0;10:00;11.0;37.0;GASIENICA-DANIEL Maryna;POL;2:22.05;2020_2021;1994-02-19;29.0;Female;Atomic;Atomic;;1;18.0;1:10.86;COURCHEVEL;FRA;24.0;13.0;0.0
Giant Slalom;2022-03-11;796;396;;400;Fergus Jeff;NZL;58.0;15:00;;39.0;RASK Sara;SWE;;2021_2022;2000-03-16;22.0;Female;Rossignol;Rossignol;;1;50.0;;ARE;SWE;;;593.0
Slalom;2023-01-15;1475;1281;;194;Mitter Christian;NOR;60.0;13:15;;;KASTLUNGER Tobias;ITA;;2022_2023;1999-09-09;23.0;Male;Head;Head;Leki;2;48.0;;WENGEN;SUI;;;2600.0
Slalom;2022-01-09;1033;838;;195;Zoechling Hannes;AUT;62.0;12:30;9.0;17.0;MIELZYNSKI Erin;CAN;1:46.92;2021_2022;1990-05-25;32.0;Female;Atomic;Atomic;;2;7.0;53.51;KRANJSKA GORA;SLO;29.0;36.0;712.0
Giant Slalom;2021-02-28;2060;1610;;450;Masdal Ola;SWE;52.0;11:00;10.0;11.0;SCHWARZ Marco;AUT;2:27.54;2020_2021;1995-08-16;27.0;Male;Atomic;Atomic;;1;12.0;1:13.90;BANSKO;BUL;26.0;22.0;3879.0
Super G;2021-02-06;1308;770;2180.0;538;Ghidoni Alberto;ITA;37.0;11:30;15.0;26.0;MONSEN Felix;SWE;1:13.75;2020_2021;;;;;;;1;15.0;1:13.75;GARMISCH-PARTENKIRCHEN;GER;16.0;16.0;0.0
Slalom;2021-03-12;597;396;;201;Brill Christian;SUI;67.0;13:30;18.0;7.0;MAIR Chiara;AUT;1:48.49;2020_2021;1996-08-31;26.0;Female;Voelkl;Dalbello;Leki;1;13.0;51.70;ARE;SWE;13.0;20.0;3815.0
Slalom;2022-01-09;1513;1302;;211;Pozar Matjaz;SLO;66.0;10:30;16.0;53.0;RASCHNER Dominik;AUT;1:51.14;2021_2022;1994-08-23;28.0;Male;Rossignol;Rossignol;Leki;1;29.0;55.38;ADELBODEN;SUI;15.0;2.0;5258.0
Giant Slalom;2023-01-07;1730;1310;;420;Komarov Sergey;CRO;56.0;10:30;12.0;19.0;WINDINGSTAD Rasmus;NOR;2:34.30;2022_2023;1993-10-31;29.0;Male;Stoeckli;;;1;12.0;1:18.89;ADELBODEN;SUI;22.0;22.0;4228.0
Giant Slalom;2021-10-24;3040;2670;;370;Krug Helmuth;SUI;46.0;13:30;;;MUHLEN-SCHULTE Louis;AUS;;2021_2022;;;;;;;2;66.0;;SOELDEN;AUT;;;0.0
Super G;2023-01-22;2160;1560;2150.0;600;Platzer Roland;SUI;43.0;11:30;1.0;11.0;MOWINCKEL Ragnhild;NOR;1:23.22;2022_2023;1992-09-12;30.0;Female;Head;Head;;1;1.0;1:23.22;CORTINA D' AMPEZZO;ITA;100.0;100.0;1846.0
Giant Slalom;2022-12-28;1335;1020;;315;Gemza Matej;SVK;44.0;10:00;4.0;6.0;BRIGNONE Federica;ITA;2:04.01;2022_2023;1990-07-14;32.0;Female;Rossignol;Rossignol;;1;3.0;1:00.24;SEMMERING;AUT;50.0;60.0;3911.0
Super G;2021-12-29;1886;2145;2129.0;-259;Brunner Sepp;AUT;41.0;11:30;29.0;27.0;MURISIER Justin;SUI;1:30.41;2021_2022;1992-01-08;31.0;Male;Head;Head;;1;29.0;1:30.41;BORMIO;ITA;2.0;2.0;5329.0
Slalom;2022-12-11;2250;2044;;206;Harzl Georg;AUT;68.0;10:30;;60.0;ZELGER Lorina;SUI;;2022_2023;;;;;;;1;59.0;;SESTRIERE;ITA;;;0.0
Slalom;2023-03-11;597;396;;201;Poljsak Sergej;SLO;67.0;10:30;;22.0;HUBER Katharina;AUT;;2022_2023;1995-10-03;27.0;Female;Fischer;Fischer;;1;31.0;54.21;ARE;SWE;;;4985.0
Slalom;2021-01-31;1165;985;;180;Vuignier Julien;SUI;60.0;12:30;;;HEDSTROEM Tobias;SWE;;2020_2021;;;;;;;2;53.0;;CHAMONIX;FRA;;;0.0
Slalom;2023-02-04;1169;985;;184;Skube Matic;USA;61.0;09:30;;52.0;KASTLUNGER Tobias;ITA;;2022_2023;1999-09-09;23.0;Male;Head;Head;Leki;1;36.0;52.06;CHAMONIX;FRA;;;2600.0
Slalom;2023-03-11;597;396;;201;Poljsak Sergej;SLO;67.0;10:30;6.0;7.0;DUERR Lena;GER;1:43.80;2022_2023;1991-08-04;31.0;Female;Head;Head;Leki;1;8.0;52.55;ARE;SWE;40.0;32.0;1071.0
Giant Slalom;2022-12-28;1335;1020;;315;Gemza Matej;SVK;44.0;10:00;;33.0;ALPHAND Estelle;SWE;;2022_2023;1995-04-23;27.0;Female;Head;Head;Leki;1;65.0;;SEMMERING;AUT;;;1171.0
Slalom;2021-03-06;1450;1250;;200;Guadagnini Matteo;ITA;66.0;12:30;;;REMME Roni;CAN;;2020_2021;1996-02-14;27.0;Female;Head;Head;;2;29.0;;JASNA;SVK;;2.0;437.0
Super G;2021-02-06;1308;770;2180.0;538;Ghidoni Alberto;ITA;37.0;11:30;44.0;28.0;BAILET Matthieu;FRA;1:15.28;2020_2021;1996-04-23;26.0;Male;Head;Head;Leki;1;44.0;1:15.28;GARMISCH-PARTENKIRCHEN;GER;;;4197.0
Slalom;2023-01-22;1004;811;;193;Joris Matteo;SUI;61.0;13:30;4.0;28.0;STRASSER Linus;GER;1:45.05;2022_2023;1992-11-06;30.0;Male;Rossignol;Rossignol;Leki;2;15.0;52.37;KITZBUEHEL;AUT;50.0;16.0;1655.0
Giant Slalom;2023-01-24;1580;1206;;374;Pini Mauro;SVK;46.0;13:30;;;STEINMAIR Laura;ITA;;2022_2023;2000-10-03;22.0;Female;Fischer;Fischer;;2;50.0;;KRONPLATZ;ITA;;;3911.0
Giant Slalom;2022-12-27;1335;1020;;315;Prenn Alois;SUI;45.0;10:00;;39.0;ROBNIK Tina;SLO;;2022_2023;1991-07-30;31.0;Female;Voelkl;Dalbello;;1;35.0;1:09.58;SEMMERING;AUT;;;1273.0
Giant Slalom;2022-03-11;796;396;;400;Fergus Jeff;NZL;58.0;15:00;;34.0;LOEVBLOM Hilma;SWE;;2021_2022;2000-08-16;22.0;Female;Head;Head;;1;31.0;1:19.99;ARE;SWE;;;593.0
Super G;2020-12-29;1886;1245;2129.0;641;Evers Andy;GER;46.0;11:30;31.0;20.0;INNERHOFER Christof;ITA;1:32.10;2020_2021;1984-12-17;38.0;Male;Rossignol;Rossignol;;1;31.0;1:32.10;BORMIO;ITA;;;2205.0
Slalom;2023-03-11;597;396;;201;Gemza Matej;SVK;66.0;13:30;7.0;16.0;MEILLARD Melanie;SUI;1:43.95;2022_2023;1998-09-23;24.0;Female;Rossignol;Rossignol;Leki;2;3.0;50.71;ARE;SWE;36.0;60.0;4705.0
Super G;2021-01-24;2116;1545;2045.0;571;Feltrin Giovanni;ITA;40.0;12:00;32.0;51.0;ALPHAND Estelle;SWE;1:18.79;2020_2021;1995-04-23;27.0;Female;Head;Head;Leki;1;32.0;1:18.79;CRANS MONTANA;SUI;;;921.0
Slalom;2023-01-04;942;735;;207;Meynet Thierry;SUI;67.0;18:45;;;KASTLUNGER Tobias;ITA;;2022_2023;1999-09-09;23.0;Male;Head;Head;Leki;2;64.0;;GARMISCH-PARTENKIRCHEN;GER;;;2600.0
Slalom;2021-11-28;980;780;;200;Gemza Matej;SVK;59.0;12:45;12.0;18.0;BUCIK Ana;SLO;1:40.97;2021_2022;1993-07-21;29.0;Female;Salomon;Salomon;Leki;2;12.0;49.15;KILLINGTON;USA;22.0;22.0;943.0
Giant Slalom;2022-03-13;1278;846;;432;Husby Anders;NOR;51.0;12:30;;;MEINERS Maarten;NED;;2021_2022;1992-02-08;31.0;Male;Rossignol;Rossignol;;2;56.0;;KRANJSKA GORA;SLO;;;5.0
Super G;2021-01-30;1308;770;2180.0;538;Scheiber Florian;AUT;39.0;11:00;16.0;23.0;PIROVANO Laura;ITA;1:17.36;2020_2021;1997-11-20;25.0;Female;Head;Head;Leki;1;16.0;1:17.36;GARMISCH-PARTENKIRCHEN;GER;15.0;15.0;4069.0
Giant Slalom;2021-12-19;1868;1420;;448;Bergant Klemen;SLO;54.0;10:00;2.0;6.0;ODERMATT Marco;SUI;2:25.35;2021_2022;1997-10-08;25.0;Male;Stoeckli;Salomon;Leki;1;2.0;1:11.67;ALTA BADIA;ITA;80.0;80.0;5329.0
Slalom;2022-01-25;958;744;;214;Joris Matteo;SUI;65.0;20:45;14.0;13.0;HAUGAN Timon;NOR;1:47.06;2021_2022;1996-12-27;26.0;Male;Van Deer;;;2;9.0;54.19;SCHLADMING;AUT;18.0;29.0;3068.0
Giant Slalom;2021-03-07;1650;1250;;400;Poljsak Sergej;SLO;50.0;09:30;;22.0;GRITSCH Franziska;AUT;;2020_2021;1997-03-15;25.0;Female;Head;Head;Leki;1;34.0;1:12.38;JASNA;SVK;;;3815.0
Slalom;2022-01-09;1513;1302;;211;Pozar Matjaz;SLO;66.0;10:30;;63.0;STEFFEY George;USA;;2021_2022;1997-08-08;25.0;Male;Voelkl;Dalbello;;1;48.0;57.23;ADELBODEN;SUI;;;1151.0
Slalom;2023-01-22;1004;811;;193;Joris Matteo;SUI;61.0;13:30;5.0;17.0;KRISTOFFERSEN Henrik;NOR;1:45.10;2022_2023;1994-07-02;28.0;Male;Van Deer;;;2;3.0;51.47;KITZBUEHEL;AUT;45.0;60.0;4228.0
Giant Slalom;2021-03-07;1650;1250;;400;Poljsak Sergej;SLO;50.0;09:30;24.0;16.0;CURTONI Elena;ITA;2:20.87;2020_2021;1991-02-03;32.0;Female;Head;Head;;1;19.0;1:10.82;JASNA;SVK;7.0;12.0;4069.0
Giant Slalom;2021-10-24;3040;2670;;370;Krug Helmuth;SUI;46.0;13:30;;;KENNEY Patrick;USA;;2021_2022;1997-02-13;26.0;Male;Voelkl;Dalbello;;2;118.0;;SOELDEN;AUT;;;1151.0
Super G;2021-03-07;1697;1060;2230.0;637;Fournier Xavier;FRA;45.0;10:30;34.0;52.0;ROEA Henrik;NOR;1:27.16;2020_2021;1995-08-05;27.0;Male;Nordica;Nordica;;1;34.0;1:27.16;SAALBACH-HINTERGLEMM;AUT;;;4399.0
Giant Slalom;2022-01-08;1730;1310;;420;Kroisleitner Martin;AUT;53.0;13:30;;;RADAMUS River;USA;;2021_2022;1998-02-12;25.0;Male;Rossignol;Rossignol;;2;41.0;;ADELBODEN;SUI;;;1151.0
Slalom;2022-02-27;942;735;;207;Costazza Stefano;ITA;68.0;09:10;;57.0;ZLATKOV Kamen;BUL;;2021_2022;1997-08-09;25.0;Male;Head;Head;Leki;1;44.0;57.18;GARMISCH-PARTENKIRCHEN;GER;;;90.0
Slalom;2020-11-22;438;258;;180;Mayrhofer Klaus;SUI;66.0;14:15;8.0;20.0;CURTONI Irene;ITA;1:50.27;2020_2021;;;;;;;2;7.0;55.26;LEVI;FIN;32.0;36.0;0.0
Slalom;2022-02-26;942;735;;207;Suman Marko;CRO;69.0;09:30;;30.0;WINTERS Luke;USA;;2021_2022;1997-04-02;25.0;Male;Rossignol;Rossignol;;1;37.0;56.09;GARMISCH-PARTENKIRCHEN;GER;;;1151.0
Giant Slalom;2021-02-28;2060;1610;;450;Pozar Matjaz;SLO;51.0;14:00;;;GSTREIN Fabio;AUT;;2020_2021;1997-06-14;25.0;Male;Atomic;Atomic;;2;56.0;;BANSKO;BUL;;;3879.0
Giant Slalom;2022-12-10;2400;2044;;356;Poljsak Sergej;SLO;50.0;10:30;17.0;13.0;SIEBENHOFER Ramona;AUT;2:32.01;2022_2023;1991-07-29;31.0;Female;Fischer;Fischer;Leki;1;21.0;1:14.74;SESTRIERE;ITA;14.0;10.0;4985.0
Giant Slalom;2022-03-12;1278;846;;432;Steiner Günther;AUT;52.0;12:30;21.0;4.0;DELLA VITE Filippo;ITA;2:20.89;2021_2022;2001-10-04;21.0;Male;Rossignol;Rossignol;;2;5.0;1:08.98;KRANJSKA GORA;SLO;10.0;45.0;1936.0
Slalom;2021-11-20;438;258;;180;Brill Christian;SUI;66.0;14:30;;;MATHIOU Sophie;ITA;;2021_2022;;;;;;;2;68.0;;LEVI;FIN;;;0.0
Giant Slalom;2023-02-25;2304;1918;;386;Pircher Michael;AUT;50.0;11:00;4.0;1.0;KRISTOFFERSEN Henrik;NOR;2:24.36;2022_2023;1994-07-02;28.0;Male;Van Deer;;;1;7.0;1:09.09;PALISADES TAHOE;USA;50.0;36.0;4228.0
Giant Slalom;2022-12-27;1335;1020;;315;Andersson Magnus;USA;43.0;13:00;28.0;3.0;MIRADOLI Romane;FRA;2:11.52;2022_2023;1994-03-10;28.0;Female;Dynastar;Lange;Leki;2;29.0;1:02.89;SEMMERING;AUT;3.0;2.0;1943.0
Giant Slalom;2020-12-07;2070;1730;;340;Rottensteiner Michael;NOR;46.0;13:00;8.0;21.0;ZAMPA Adam;SVK;2:09.43;2020_2021;1990-09-13;32.0;Male;Salomon;Salomon;;2;9.0;1:04.57;SANTA CATERINA;ITA;32.0;29.0;26.0
Giant Slalom;2022-01-25;1580;1206;;374;Haarala Janne;NOR;44.0;10:30;;55.0;ZELGER Lorina;SUI;;2021_2022;;;;;;;1;56.0;1:05.73;KRONPLATZ;ITA;;;0.0
Super G;2020-12-29;1886;1245;2129.0;641;Evers Andy;GER;46.0;11:30;33.0;19.0;FEUZ Beat;SUI;1:32.43;2020_2021;1987-02-11;36.0;Male;Head;Head;Leki;1;33.0;1:32.43;BORMIO;ITA;;;4979.0
Giant Slalom;2023-02-25;2304;1918;;386;Pircher Michael;AUT;50.0;11:00;;33.0;SETTE Daniele;SUI;;2022_2023;1992-02-28;31.0;Male;Fischer;Fischer;;1;47.0;1:11.13;PALISADES TAHOE;USA;;;5705.0
Slalom;2020-11-21;438;258;;180;Plattner Roland;AUT;66.0;11:15;28.0;47.0;DVORNIK Neja;SLO;1:54.04;2020_2021;2001-01-06;22.0;Female;Fischer;Fischer;Leki;1;29.0;56.48;LEVI;FIN;3.0;2.0;787.0
Slalom;2021-01-17;1160;960;;200;Brun Loïc;FRA;69.0;13:45;;;LUNDBAECK Gustav;SWE;;2020_2021;;;;;;;2;53.0;;FLACHAU;AUT;;;0.0
Slalom;2021-01-17;1160;960;;200;Joris Matteo;SUI;69.0;10:30;15.0;30.0;POPOV Albert;BUL;1:48.56;2020_2021;1997-08-08;25.0;Male;Head;Head;Leki;1;21.0;54.94;FLACHAU;AUT;16.0;10.0;67.0
Slalom;2022-02-26;942;735;;207;Suman Marko;CRO;69.0;09:30;10.0;24.0;MCGRATH Atle Lie;NOR;1:47.28;2021_2022;2000-04-21;22.0;Male;Head;Head;;1;11.0;54.59;GARMISCH-PARTENKIRCHEN;GER;26.0;24.0;3068.0
Slalom;2021-12-12;2043;1845;;198;Masdal Ola;NOR;57.0;09:30;21.0;22.0;HIRSCHBUEHL Christian;AUT;1:33.67;2021_2022;;;;;;;1;25.0;46.59;VAL D'ISERE;FRA;10.0;6.0;0.0
Slalom;2021-01-26;958;744;;214;Davidson Johnny;NOR;62.0;17:45;;53.0;DEL CAMPO Juan;ESP;;2020_2021;1994-06-28;28.0;Male;Atomic;Atomic;;1;70.0;;SCHLADMING;AUT;;;0.0
